,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
1023,-0.81834,-0.88150,-0.60179,-2.24380,1.81882,-0.67778,Hambo,1.07636,1.41168,-12.72182,-0.03694,True,-4.39259
1024,-0.92736,-0.92969,2.59218,-2.41551,2.12326,-1.49029,Hambo,-0.17033,0.52238,-10.09866,1.51746,True,-3.34069
1025,1.16764,-0.90195,3.88869,-1.95638,1.87988,-0.82705,Schottis,0.49200,-0.33891,-8.02970,-2.38242,True,7.78254
1026,0.73155,0.50921,-1.84026,-2.52223,2.22654,0.05963,Polka,0.26932,-0.13486,-7.98659,3.04320,True,2.73764
1027,-2.02218,-0.87808,1.60684,-3.86956,3.23563,-0.20236,Hambo,-2.73762,-1.44573,-10.13418,-1.54184,False,-9.30749
1028,-0.72598,0.58057,-0.17918,-3.05077,2.63357,0.97074,Slängpolskor,0.95855,2.91676,-9.80355,0.99020,False,-3.71948
1029,0.55922,0.74302,-3.10717,-2.61393,2.43997,1.37571,Polka,0.15877,0.12405,-7.64425,-0.20764,True,1.24252
1030,0.58581,-0.76972,-4.50038,-2.90963,2.58072,-1.53544,Polka,1.37996,0.83023,-8.12175,-1.55131,True,0.67886
1031,0.11495,0.39807,-9.58726,-2.22919,2.07382,0.45858,Polka,0.50794,-1.67761,-9.32485,-0.29235,True,-4.21888
1032,-0.34019,0.24176,2.71965,-2.94579,2.55327,0.31527,Slängpolskor,1.28990,0.88803,-10.87797,-1.15488,True,-0.34111
1033,0.93958,-1.14722,-0.69020,-2.54386,2.28381,-1.86684,Schottis,-1.04334,0.17900,-11.68114,1.46207,True,4.35279
1034,-0.46774,-0.44505,1.43971,-1.54370,1.50475,-0.46158,Slängpolskor,0.94382,-0.18143,-11.07352,1.41608,False,-1.61883
1035,-1.21490,-0.17485,1.45393,-2.08872,1.92820,-0.19472,Hambo,0.20403,-0.13784,-7.84899,-1.86356,True,-5.34753
1036,-2.16232,0.71134,-2.48637,-1.67888,1.57151,0.29289,Hambo,-0.13114,-0.20096,-8.75708,-1.73420,True,-12.05480
1037,0.07377,-1.02400,1.47950,-2.35770,2.08700,-1.32164,Polka,0.19106,-0.74668,-8.48185,2.44099,False,1.10862
1038,0.52769,0.63503,-2.95814,-2.67123,2.39875,0.68643,Polka,-0.83087,1.19570,-9.87327,-1.13004,True,1.15940
1039,1.12734,0.64919,1.20495,-2.51137,2.21087,0.32453,Schottis,-0.22023,0.41686,-9.83253,-1.23131,True,6.23918
1040,0.25160,0.15245,-3.17733,-1.81810,1.76389,-0.38113,Polka,2.15271,2.48762,-10.22271,-1.12881,True,-0.33067
1041,0.23551,-0.19105,-7.80486,-1.63502,1.36329,0.10163,Polka,0.89577,-0.93716,-7.54012,-0.44518,True,-2.72486
1042,0.23506,-0.14148,3.20008,-2.39822,2.10045,-0.67199,Polka,-3.72975,0.18957,-13.00043,2.28974,True,2.77536
1043,-1.05529,-0.87860,-3.91187,-2.50375,2.13490,-0.61625,Hambo,2.64324,1.80687,-9.23701,-1.13643,True,-7.23236
1044,1.37248,0.61129,-2.27878,-2.94317,2.50355,0.91089,Schottis,1.04054,0.03746,-6.33127,-1.57785,True,5.72303
1045,0.39326,-0.21628,-3.83385,-2.86193,2.54571,-0.14743,Polka,1.80035,0.21248,-12.75208,1.91169,True,0.04936
1046,-1.39792,-0.41470,-1.04907,-2.80182,2.47249,-1.20277,Hambo,0.16329,-0.38733,-8.73492,1.74329,True,-7.51415
1047,-0.09735,0.23745,1.85397,-1.89583,1.65056,-0.59786,Slängpolskor,0.65994,-0.37686,-8.70234,1.55198,True,0.44026
1048,1.44079,-1.07433,0.26880,-2.90629,2.59811,-1.85593,Schottis,2.14365,-1.09764,-9.92297,-3.39468,False,7.33833
1049,-0.30368,-0.35397,-4.31739,-2.10015,1.77041,-0.78640,Slängpolskor,-1.88355,-1.76788,-9.72920,-2.75431,True,-3.67711
1050,-1.17957,0.58486,-3.27798,-2.60964,2.30383,-0.23817,Hambo,0.07885,0.50164,-6.51251,-1.41862,True,-7.53683
1051,-0.42622,0.67001,0.87131,-2.26960,1.86012,0.17651,Slängpolskor,-0.30937,-2.83973,-6.04781,-1.11552,True,-1.69543
1052,-0.82264,-0.82845,-1.15492,-3.76267,3.17221,-1.48409,Hambo,-2.36161,2.36392,-8.49007,-3.64038,True,-4.69065
1053,-0.28804,-1.03164,-1.67386,-1.62854,1.54127,-2.02235,Slängpolskor,-4.59864,-2.09065,-7.06967,-1.89474,True,-2.27712
1054,1.25163,-1.48625,-2.43705,-1.97742,1.89989,-1.71343,Schottis,-0.69904,1.44414,-9.30723,-1.99721,True,5.03960
1055,0.23366,0.56607,-4.25549,-2.65100,2.34571,0.27308,Polka,0.34071,1.58868,-9.15271,-2.06585,True,-0.95946
1056,1.01896,2.03704,-1.78457,-3.46873,2.96087,2.10613,Schottis,-0.87426,0.71377,-8.47063,-3.25743,False,4.20250
1057,-1.18893,0.35602,-1.41778,-3.05585,2.53469,0.29450,Hambo,-1.21342,0.55274,-10.10315,-0.87437,True,-6.65352
1058,-0.79040,0.20351,1.67670,-2.62519,2.05886,0.02568,Hambo,0.02264,-1.26239,-8.86595,-1.41473,True,-3.11364
1059,1.07619,0.23223,-0.79272,-2.18639,1.74244,0.11049,Schottis,1.47882,-0.67679,-9.47044,-1.61942,False,4.98458
1060,-0.27776,1.39404,-4.65063,-2.81226,2.47416,0.29193,Slängpolskor,0.32325,0.86914,-9.81072,-1.08716,True,-3.71414
1061,-1.54303,-0.20896,4.01004,-2.42284,2.00386,-0.61311,Hambo,-0.65694,-1.66787,-11.07389,2.64898,True,-5.71015
1062,-1.61831,-0.51862,3.05270,-1.76731,1.69959,-0.93132,Hambo,1.39622,1.22429,-6.57417,-0.51102,True,-6.56521
1063,1.07772,-1.22041,-3.33641,-2.72298,2.58988,-1.15823,Schottis,0.75435,0.16512,-9.50958,-1.28416,True,3.72039
1064,0.89814,0.85022,-3.94637,-2.19253,2.07091,0.55988,Schottis,0.11660,-2.08234,-11.28447,2.34447,True,2.51753
1065,0.64849,0.07518,2.34420,-2.10168,1.84940,-0.63633,Polka,-0.41202,-2.13038,-8.19198,-1.02435,True,4.41457
1066,0.65489,0.21065,-8.13118,-3.38998,2.74707,-0.61811,Polka,0.96269,-1.62075,-10.11688,-1.12772,True,-0.79114
1067,0.51383,-0.57033,-2.93873,-2.56251,2.17707,-1.15651,Polka,-1.28474,0.40452,-8.09955,-0.45334,True,1.09980
1068,1.01278,1.16959,-6.85766,-2.59633,2.30492,0.34956,Schottis,-2.32149,-1.31750,-8.00407,0.91024,True,1.63505
1069,0.14242,0.79840,2.16510,-1.68245,1.58645,1.53461,Polka,0.86999,0.77120,-7.11325,-1.19857,True,1.79464
1070,1.92081,-0.08284,-1.90762,-2.14508,2.06572,0.36953,Polskor,-0.25920,-1.70673,-8.80942,2.64666,True,8.65022
1071,0.12570,0.02879,0.04220,-2.16102,1.77259,0.62739,Polka,0.40492,0.28324,-7.87600,-2.21024,False,0.64958
1072,1.55365,-0.08219,2.06940,-2.29178,2.06236,0.13289,Polskor,0.15358,-1.38135,-9.04508,-4.14973,True,8.80296
1073,0.03282,-0.52869,-1.24409,-2.50590,2.15210,-0.33437,Polka,2.68381,-2.10263,-8.46407,-1.73043,True,-0.45792
1074,0.51169,-0.00412,-3.59930,-2.71417,2.31453,0.16256,Polka,0.74700,1.54635,-8.72827,-3.96614,True,0.75880
1075,2.69438,0.82941,-7.29484,-2.50670,2.24706,1.02752,Polskor,0.20052,-0.18484,-9.63533,-2.69860,True,9.82449
1076,-0.27991,1.27409,-1.42488,-1.61901,1.41392,0.94253,Slängpolskor,0.28702,-0.13654,-8.39442,2.38145,False,-2.11200
1077,1.00742,0.33173,-0.38240,-2.16152,1.94100,0.28420,Schottis,0.23658,0.34457,-8.99957,-2.16932,False,4.84590
1078,-1.46794,-1.47209,0.64253,-1.81817,1.59150,-1.99173,Hambo,0.08709,1.14686,-10.07441,0.98272,False,-7.01845
1079,-0.43245,0.36663,-5.63705,-2.12945,2.05569,1.21394,Slängpolskor,0.72026,2.00081,-8.56138,0.97061,True,-4.98077
1080,-0.17257,-0.69993,-1.21290,-2.24831,1.98570,-0.20524,Slängpolskor,-2.35993,-2.79745,-10.10475,2.72104,True,-1.46929
1081,-0.42312,-0.38265,1.04110,-2.56990,2.31619,0.19653,Slängpolskor,-0.10982,1.00068,-9.89935,-1.68832,False,-1.59506
1082,0.08818,-0.00402,-3.02211,-2.76257,2.38934,-0.45787,Polka,0.65283,1.81846,-8.58565,-0.80726,True,-1.07015
1083,1.54128,0.82799,-0.96537,-2.33540,2.23413,1.27389,Polskor,1.19504,2.33172,-7.57168,-3.10329,False,7.22373
1084,0.93825,0.13060,-1.51345,-2.80444,2.43096,0.35540,Schottis,-0.10805,2.13774,-7.60356,-0.01298,True,3.93455
1085,0.84482,-0.23916,0.16362,-3.70904,3.10342,0.45453,Schottis,1.85777,0.57213,-8.72423,-2.50083,False,4.30589
1086,0.87998,0.54615,-8.34321,-2.28061,1.99844,1.45056,Schottis,-0.56898,-0.46873,-8.39243,4.69606,True,0.22828
1087,-0.67879,-0.34204,0.92878,-2.49734,2.03109,-0.31174,Slängpolskor,0.11288,-1.51623,-7.16248,0.03242,False,-2.92954
1088,-1.43112,-1.44585,-0.39859,-1.78996,1.66632,-1.09651,Hambo,-1.70858,-0.24435,-5.91415,1.71494,True,-7.35487
1089,0.64154,1.14000,2.51305,-2.44321,2.26080,1.47723,Polka,1.67493,-0.87988,-8.04950,-2.18511,True,4.46424
1090,0.33426,0.58032,-5.17653,-1.87717,1.71274,0.04572,Polka,-1.85538,-0.03798,-8.52359,-0.39962,True,-0.91695
1091,-0.18781,-1.00983,2.51961,-2.52376,2.09479,-1.50943,Slängpolskor,-0.46413,0.30241,-8.73302,0.21642,True,0.32077
1092,0.14741,-0.66171,1.01769,-2.31482,2.05187,-0.46725,Polka,0.73291,3.81526,-8.47642,-0.81750,False,1.24591
1093,0.22208,-0.03768,-1.84797,-1.60951,1.39076,-0.28856,Polka,0.34628,-0.29229,-7.98875,2.94849,True,0.18643
1094,-0.18533,0.37876,4.94943,-2.12183,1.95248,0.08921,Slängpolskor,1.50291,0.33697,-10.57349,0.57226,True,1.54807
1095,0.84907,-0.60512,0.57620,-2.28934,2.10788,-0.94879,Schottis,2.04772,1.17670,-10.46202,2.66484,False,4.53345
1096,1.86334,0.41919,1.07260,-2.40440,2.20521,0.25983,Polskor,-1.69092,0.15602,-13.01197,3.62485,True,9.85301
1097,-1.79468,-0.16020,-0.14335,-2.98473,2.70497,-0.28474,Hambo,-0.65254,0.41668,-10.15263,-2.06370,False,-9.04507
1098,-1.08427,-1.76628,3.30520,-3.23545,2.86546,-2.86602,Hambo,-0.86540,-1.75553,-9.60611,-2.58126,True,-3.76874
1099,-0.37188,0.52298,-1.09631,-1.58261,1.35582,0.58656,Slängpolskor,-1.40729,-0.68273,-8.16283,0.55731,False,-2.40755
1100,1.35965,0.75298,-7.16012,-2.52052,2.24936,0.33261,Schottis,-1.21274,-0.09636,-8.32356,-0.61680,True,3.21819
1101,0.50413,0.58130,-1.40772,-2.25498,1.83893,0.64919,Polka,-1.39664,-1.67081,-9.63621,0.86077,False,1.81678
1102,-0.77013,0.44733,-3.29570,-2.08728,1.96028,0.48292,Hambo,-0.41548,-0.10974,-7.85037,0.15488,True,-5.49851
1103,-0.64858,-0.96090,-3.71203,-1.66141,1.52648,-1.17143,Slängpolskor,-0.05242,0.25748,-9.04067,-1.19058,True,-5.09890
1104,1.45390,0.45707,-4.86877,-2.48207,2.03915,0.27428,Schottis,1.31881,0.31840,-9.77278,-4.45247,True,4.83509
1105,-1.36799,0.97633,-1.90506,-2.29431,1.86747,0.49180,Hambo,-2.19450,-0.83444,-5.24384,-2.16547,False,-7.79246
1106,0.57415,1.51156,-2.43125,-1.58624,1.46377,0.70973,Polka,2.20604,-1.74491,-9.78993,-1.50289,False,1.65514
1107,-0.63527,0.24547,-0.57166,-2.47495,2.24485,0.36496,Slängpolskor,1.44133,1.92581,-9.81897,0.51229,False,-3.46216
1108,-0.69976,0.32787,-2.02795,-2.33682,2.11651,0.58958,Slängpolskor,-0.26263,-0.55267,-8.56795,-1.48026,True,-4.51275
1109,-0.39381,0.09292,-1.94535,-2.67036,2.34482,0.28687,Slängpolskor,-1.03636,-2.48980,-9.86582,0.08226,True,-2.94171
1110,-1.00378,0.64548,-6.09432,-2.26402,1.96709,1.05599,Hambo,-0.62107,0.98503,-7.24149,2.33779,True,-8.06606
1111,-0.11375,0.88726,4.54179,-2.49068,2.16216,1.15545,Slängpolskor,0.12975,0.24834,-8.93553,3.11225,True,1.70217
1112,0.43816,-1.47137,4.97768,-2.50543,2.28439,-1.93517,Polka,1.16081,-0.07462,-10.58815,-2.10996,True,4.67962
1113,-0.20886,-0.27857,2.73437,-2.41283,2.27789,-0.01573,Slängpolskor,0.90355,1.41442,-7.78706,-1.98424,True,0.32286
1114,1.38407,0.14581,-4.53293,-2.05579,1.93643,0.05931,Schottis,-1.90173,0.97330,-12.45156,3.87888,True,4.65386
1115,-0.16534,-0.07405,-1.71375,-2.46260,2.09654,-0.16818,Slängpolskor,0.52798,0.64212,-9.01854,-1.18833,True,-1.68359
1116,0.94055,0.91258,-2.83839,-2.52107,2.19642,0.59784,Schottis,0.75591,0.61570,-6.69046,-0.07294,True,3.28356
1117,-0.88570,-0.59198,-3.49501,-2.44355,2.33235,-0.49724,Hambo,-1.16479,1.25317,-11.89757,3.43929,True,-6.17600
1118,-0.83059,-0.85576,-1.27377,-3.24732,2.74404,-1.32972,Hambo,-1.61083,-3.51736,-10.73281,4.46450,True,-4.78984
1119,0.41055,0.82555,-8.70091,-2.29409,2.13543,1.19598,Polka,0.30300,-0.43947,-8.93664,-0.57262,True,-2.29770
1120,0.71785,-0.94913,-2.11691,-1.90508,1.81394,-0.90390,Polka,2.52337,-1.58541,-9.12793,-0.27620,True,2.53079
1121,-1.27553,-0.85538,-6.02984,-2.85685,2.50405,-0.59116,Hambo,-0.14549,-2.64235,-7.42247,-4.08402,True,-9.39257
1122,0.16251,-1.58148,2.36912,-1.95686,1.72972,-1.30182,Polka,0.03740,1.14334,-9.72933,-0.73719,False,1.99711
1123,0.34215,0.19643,4.62868,-2.49089,2.21446,-0.38394,Polka,0.53388,-0.99197,-7.01202,-0.44581,True,4.02509
1124,0.55300,0.00062,-2.01280,-2.24859,1.97688,-0.00941,Polka,0.33644,1.02066,-8.54201,-0.88031,True,1.75858
1125,1.46103,-0.39982,-1.83024,-3.17848,2.60609,-0.94652,Schottis,1.11040,0.50012,-9.12331,-5.52378,True,6.39002
1126,0.10383,-0.16453,-3.57435,-2.83517,2.53781,0.42186,Polka,1.08933,-1.30112,-8.34361,-1.45738,True,-1.26801
1127,-0.33777,-0.33540,-2.62730,-2.90477,2.59662,-0.67713,Slängpolskor,3.59681,-3.46899,-9.59159,-4.18179,True,-3.00250
1128,-1.29466,-0.37546,-1.54382,-2.03206,1.92806,-0.07412,Hambo,-0.24542,1.22511,-9.87947,0.27793,True,-7.24521
1129,1.24363,0.75363,-3.04369,-1.77310,1.62521,0.68488,Schottis,-0.03620,0.31068,-10.07632,0.40494,True,4.69630
1130,-1.85015,0.07525,-3.17870,-3.06985,2.62278,-0.03785,Hambo,-2.01211,0.25117,-6.90834,0.03177,True,-10.84012
1131,-1.19099,0.40053,2.93841,-2.84318,2.51578,0.20559,Hambo,1.50410,-2.50319,-8.55551,-1.25031,True,-4.48576
1132,-0.42777,-1.46235,0.83412,-2.46655,2.33232,-1.13734,Slängpolskor,-1.03125,1.87835,-9.42724,-1.27412,False,-1.72180
1133,0.36131,-0.13016,0.78073,-3.03158,2.80051,0.04362,Polka,-0.06222,-2.41531,-7.71600,-2.67398,False,2.19690
1134,-1.31432,-0.53398,-2.28943,-2.89367,2.51524,-0.70038,Hambo,-1.97164,1.85081,-9.55358,-1.78650,True,-7.71632
1135,-0.88322,-0.89317,1.29465,-2.53594,2.17545,-1.53584,Hambo,1.52121,0.52440,-8.59603,-2.52230,False,-3.76876
1136,0.07568,-0.20189,-3.88013,-2.80085,2.43326,0.26420,Polka,1.24820,0.71194,-8.54237,-2.95265,True,-1.56165
1137,0.76167,0.52491,-0.30834,-1.71713,1.46920,0.85337,Schottis,-0.24875,-1.27371,-9.31566,3.00567,False,3.65418
1138,-0.28559,-0.30507,-5.61830,-2.65377,2.18823,-0.03497,Slängpolskor,-0.51972,0.45889,-7.67389,-0.98450,True,-4.23712
1139,-0.98540,0.71615,-0.58074,-2.70847,2.42666,1.12187,Hambo,-0.69323,-0.95605,-10.89023,0.37212,False,-5.21738
1140,-1.08208,-0.26701,-5.70563,-2.98858,2.59779,-0.22746,Hambo,-0.73908,1.52512,-10.83226,2.89380,True,-8.26323
1141,-1.48550,-0.82838,-0.84723,-2.25176,1.97881,-1.16437,Hambo,-0.78232,-2.05185,-6.85892,0.10228,True,-7.85110
1142,-0.54598,-0.13078,1.83599,-1.59313,1.46792,-0.43152,Slängpolskor,0.17489,1.27506,-11.48274,2.45365,True,-1.81189
1143,-0.22457,-1.62521,-2.10047,-2.41806,2.19691,-2.96590,Slängpolskor,-2.82046,0.29164,-8.94401,-2.76653,True,-2.17308
1144,0.00941,-0.94246,-1.65138,-1.54733,1.37989,-1.31862,Polka,-0.17475,-0.31148,-10.05726,0.60638,True,-0.77864
1145,-2.69622,-0.24530,-0.56256,-2.63765,2.41717,-0.21196,Hambo,2.15794,1.27310,-7.09653,0.26193,False,-13.76237
1146,-0.61398,-0.59278,-2.92095,-3.59861,3.02939,-0.49778,Slängpolskor,-0.25814,1.26673,-7.32725,-3.37821,True,-4.53038
1147,0.35310,1.25027,-3.68103,-1.58844,1.49191,1.52259,Polka,-0.75268,-0.62862,-8.20324,-1.10561,True,-0.07503
1148,-0.08291,-1.09529,1.58240,-2.50476,2.32223,-1.51159,Slängpolskor,-0.54048,0.43947,-10.23196,-2.72456,False,0.37667
1149,-0.41463,-0.55711,-2.79750,-3.07675,2.65035,-1.04155,Slängpolskor,1.67565,1.66137,-9.94099,-0.28618,True,-3.47190
1150,-0.64421,-0.83240,3.24417,-2.48992,2.33895,-0.54457,Slängpolskor,0.72032,0.35630,-8.87520,-2.86367,True,-1.59896
1151,1.40532,0.26168,1.65095,-1.36111,1.34043,0.24769,Schottis,0.90263,3.49117,-6.88534,-0.60573,True,7.85206
1152,-0.65582,-0.74010,4.04134,-2.17892,2.01299,-0.59397,Slängpolskor,-0.85563,-0.45852,-10.82612,0.78638,True,-1.25841
1153,1.28519,0.58515,0.30437,-2.00207,1.69487,0.86633,Schottis,-2.68427,-2.69374,-11.59141,3.57840,False,6.57811
1154,-0.74540,0.52266,-0.27014,-2.37095,2.04396,1.01713,Slängpolskor,0.26239,0.08365,-7.36073,2.60126,False,-3.86208
1155,0.10012,0.13247,5.94519,-2.61600,2.38007,-0.73379,Polka,-2.21855,0.64683,-7.70714,-3.36304,True,3.47317
1156,1.98850,1.32979,-4.05696,-2.78365,2.53521,1.30473,Polskor,-0.11600,1.24195,-12.27911,2.08843,True,7.91404
1157,-0.15401,-0.19592,0.03978,-2.58733,2.27677,-1.04073,Slängpolskor,-0.02310,-0.51236,-10.40339,2.37002,False,-0.75015
1158,-0.20444,-0.45783,-3.22666,-1.84696,1.64402,0.26761,Slängpolskor,0.71206,0.49839,-10.39938,1.17988,True,-2.63554
1159,1.18304,1.66983,-4.47545,-2.72631,2.16199,1.10958,Schottis,-3.17571,1.21377,-7.76730,-3.40939,True,3.67749
1160,1.57505,0.60424,-4.26391,-2.82603,2.33976,0.80470,Polskor,-2.77589,-0.95699,-7.03594,-0.80684,True,5.74327
1161,0.26770,-1.01899,-4.17030,-2.27805,2.05387,-1.91314,Polka,-0.41672,-1.63401,-9.18010,-1.28512,True,-0.74665
1162,-2.14440,-0.70617,-0.42288,-1.68284,1.53768,-1.11651,Hambo,1.26623,1.40895,-9.75540,0.69512,True,-10.93343
1163,0.35974,0.66979,-2.19603,-2.36486,2.08300,0.21498,Polka,0.33663,2.83701,-8.72633,-0.77949,True,0.70068
1164,1.18444,-1.25001,-5.52840,-3.16843,2.74360,-1.52681,Schottis,1.44798,-0.17518,-10.55919,3.14588,True,3.15799
1165,0.33023,0.20214,0.71877,-2.35195,2.26564,0.21379,Polka,-1.13688,-1.89724,-7.80128,0.09217,False,2.01056
1166,1.52297,0.94750,-2.57314,-2.44001,2.07523,1.66009,Polskor,-2.54616,-0.60339,-9.74058,0.30419,True,6.32826
1167,-0.18321,0.28752,-0.63252,-2.71896,2.45222,0.06412,Slängpolskor,0.75861,-0.34285,-10.98372,-0.87688,False,-1.23231
1168,0.30909,-0.57813,1.94609,-2.10453,1.89277,-0.31460,Polka,-1.71279,-1.72645,-5.82122,-1.03404,True,2.51852
1169,1.40372,0.67017,-2.90858,-2.03346,1.82503,1.42543,Schottis,-0.99709,-1.09121,-9.09215,-1.70427,True,5.56429
1170,-0.14460,0.87100,0.57105,-2.28359,2.17887,0.28127,Slängpolskor,0.31694,0.29625,-10.64224,-2.53333,True,-0.43748
1171,-0.65764,-0.89345,0.85420,-2.05257,1.81047,-0.82267,Slängpolskor,0.50221,0.12201,-11.20400,2.67125,False,-2.86110
1172,0.16736,-0.21170,-1.09904,-1.81566,1.61366,-0.34075,Polka,-1.14628,1.04832,-8.99614,-4.46858,True,0.28729
1173,0.44041,-0.40287,-3.96941,-2.29085,1.88984,-0.27074,Polka,-0.45956,0.98468,-9.86132,-1.77182,True,0.21735
1174,-0.83751,-0.06671,0.48693,-3.31401,2.85768,-0.11599,Hambo,2.35478,-0.80677,-8.24455,-2.56225,False,-3.94407
1175,-2.10865,-0.70438,-2.28310,-2.85107,2.39687,-0.60881,Hambo,-1.71517,-0.79197,-8.05399,-5.14766,True,-11.68479
1176,-0.56176,1.41494,-3.88316,-2.45858,2.05041,1.39189,Slängpolskor,1.59850,-0.02133,-9.90943,1.22858,True,-4.75038
1177,-0.02221,-1.15567,2.76991,-1.99386,1.92502,-1.42504,Slängpolskor,-1.73721,-2.24992,-9.15180,-0.43534,True,1.27391
1178,-0.05230,-0.70362,-2.01400,-2.18153,1.79468,-1.27290,Slängpolskor,0.35464,-1.80306,-12.14670,-0.73060,True,-1.26850
1179,0.61951,0.27131,2.36330,-2.70367,2.49853,1.09348,Polka,-0.04960,0.57326,-10.36226,0.61163,True,4.27920
1180,-0.09793,-0.72155,-3.40124,-2.56044,2.38672,-0.39282,Slängpolskor,3.83409,0.79530,-7.61238,-0.27219,True,-2.19026
1181,-0.50307,-0.33870,-0.63824,-1.77055,1.72009,-0.60581,Slängpolskor,0.02941,-0.06972,-8.07645,-0.94685,False,-2.83446
1182,0.68872,-0.54821,-1.19066,-3.77697,3.15533,-0.15281,Polka,-2.54108,-0.03289,-10.11782,-2.44893,True,2.84826
1183,-0.58147,-0.74627,-1.76506,-2.42263,2.19935,-0.30756,Slängpolskor,-1.87834,-2.16230,-9.43542,-1.27964,True,-3.78990
1184,-0.54946,-0.22454,-2.89249,-2.96680,2.61723,0.06937,Slängpolskor,2.48953,1.92179,-7.73679,-0.94141,True,-4.19357
1185,0.40790,0.17670,1.35787,-2.45729,2.26921,0.00847,Polka,0.90524,0.41250,-8.25633,2.86269,True,2.71846
1186,-0.62496,0.74254,-4.51525,-1.65037,1.51035,1.05517,Slängpolskor,0.60294,0.02479,-7.53041,-3.84192,True,-5.38244
1187,0.77660,0.19946,-5.28004,-2.27902,2.10879,-0.52341,Schottis,1.50067,0.27724,-7.56109,0.76514,True,1.24295
1188,-0.63456,-0.01522,2.54475,-2.39346,2.07627,-0.72779,Slängpolskor,-0.05455,-0.33818,-10.54802,2.85946,True,-1.90043
1189,-2.12212,0.03841,0.60478,-1.63182,1.47127,1.17925,Hambo,0.49243,0.22934,-8.47389,4.15442,False,-10.30819
1190,-0.94846,-0.63856,0.39521,-1.77142,1.54917,-1.23683,Hambo,1.04311,0.17246,-7.22031,1.43750,False,-4.54468
1191,1.46720,-0.04330,-0.90599,-2.79970,2.41948,-0.47835,Schottis,2.63996,1.92102,-8.79185,-0.35578,False,6.88301
1192,-0.41447,0.19709,1.19100,-2.70440,2.40701,-0.22596,Slängpolskor,-0.42269,0.26268,-9.60225,3.92000,True,-1.47685
